Review,deskripsi_negatif,deskripsi_netral,deskripsi_positif,harga_negatif,harga_netral,harga_positif,pengiriman_negatif,pengiriman_netral,pengiriman_positif,pelayanan_negatif,pelayanan_netral,pelayanan_positif,kualitas_negatif,kualitas_netral,kualitas_positif,lain-lain
untung doaku untukmu ditandai catat chat juta rupiah baju mukmin kerawang komputer sebua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang tidak bagus suka,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tidak tebal suai harga lumayan,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
puas bagus istri suka bahan tebel mantap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fiiygo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
syria najwa harga oke bahan adem bordir rapi bentuk cak biasa suka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
barang bagus harga jangkau kualitas bagus fungsi produk dijamin recomended mantap,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pasmina instan bagus suai cocok bahan bagus suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kirim standar dustynya pink gasuka blgnya dusty pink daann dibuka gatau bahannya ajh customer senang kualitas barang standar harga barang standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
bagus bahan kasar tipis lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
suka barang bagus suai pic mantap,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tidak suai deskripsi sd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pesan warna warna kecewa tidak suai dipesen dusty dikirim baby pink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jilbabnya jreng warnanya bahannya adem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bahan tipis ukur kecil jahit kurang rapi bahan tipis ukur kecil jahit kurang rapi bahan tipis ukur kecil jahit kurang rapi bahan tipis ukur kecil jahit kurang rapi bahan tipis ukur kecil jahit kurang rapi bahan tipis ukur kecil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barangnya terima packingnya apik kirim cepat terima,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
keren hijabnya harga segitu cak biasa peroleh seller peroleh post sukses sehat recom teman teman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dikirm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
warna kerudungnya lumayan laras foto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kainya ceruty kyknya diamond sebenernya baik talinya gede uda longgar tidak laras dipakenya jahit apik seller,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hijab pashmina corak tidak sesusi pesan wlw tulis bayan corak flashsale,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
biasa barangnya ukur kerudung pendek jahit kurang rapi but harga kualitas fungsi bagus,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
layak produk besar bekah harganya samaa kecil kualitas produk standar,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
mantap kualitas bagus suka recomended biaya bagus benda harga murah kirim cepat,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
awai suai jahit cabik cabik tengahnya teliti kirim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
harganya mahal awai kukira bagus standar respon seller standar,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
aman bahan tidak tebal cocok harga segitu cantik nilai produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
mantap bagus bagus kainnya adem pendek cocok sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sumpaah bagus hijab sesal catat kualitas barang baik produk original harga produk baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
barang bagus paketnya peroleh packingan rapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
warnanya tidak warna dusty pink bahan tipis kualitas produk standar harga produk standar respon jual standar,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
pesan dateng kerudung maryam khimarnya moccanya tidak dikirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
biasa sesuii harga bagus cepat prosesnya,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
tidak suai pesan segi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pendek tidak suai gambar kecewa cukup suai harga bintan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mamaku suka warnanya gemoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tidak suai foto kurang puas perbaiki kualitas bahan baik ukur pola kadang pendek,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pesan maroon kirim phasmina tali maroon warna suai model salah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sanagt awai benda sobek kox dikirimkan jual dichat tidak respon jual tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wwow soo baik verry like it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
potong kain tidak perbaiki kaya gmn pakai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
recomended cptcpt kemas bagus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bagus belakangnya pendek,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
materi terawang tipis materi lembut printing oke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kirim cepat pesan selasa kamis dateng kualitas lumayan bagus suai harga mantap,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
jilbab shalwa bagus murah tidak murah jual respon cepat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hijabnya bagus nyaman bahannya lembut pokonya mantap kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
barang bagus harga kualitas produk fungsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tidak suai gambar bergonya pendek,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
produk dikirim salah warna balikin rugi ongkos kirim nggk teliti rugi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bahan lumayan corak solt out warna tera konfirmasi warna seleksi amblas warna tidak suai,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
bahannya lumayan nilai barang baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
gasukaa dikecewain insaf pokonya cak ditransfer buktinya dibales engga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
biasa barangnya pesan barang suai kecil jilbabnya model pendek oke harga segitu,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
keren hijab instant shalwa pegen bawanya warna bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
barang plastik sobek perbaiki kemas barang terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jilbabnya kecil ukur orang dewasa adi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
baik pokok recommended terima jual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kualitas produk bagus produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
jilbab warna hitam dongkernya dikirim layer pesan layer tidak suai pesan kecewwa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
produk jilbapnya dasar kaku cepat kirim baik,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
mocca dikasihnya warna appan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jilbab instan shalwa suai cak dara gamau ribet ribet pakai gamblang harga murah nilai bagus recommended,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
dusty pink uk kecil army belinya kecewa jumbo besar kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
benda suai pesan terima selerr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cepat bagus rapi barang bagus tidak kecil trnyta tidak suai jahit rapi siip puas nnti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
jilbab alit kemas standard harga murah yaokelahya,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
qc gmn tali belah doang cek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oke bahan panas yak alit ukur yak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus harga kualitas produk fungsi seller salah kirim warna depannya teliti tidak warna dipesan plis kirim warnanga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
suka suka suai harap harga jangkau nyaman dipakai terima sukses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
paket suai pesan suka jilbabnya suai urai bahannya baik pesan suka peroleh,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
belanja tidak percaya barang barang amblas suai dimintain dana dikasih bukti tidak respon jual tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bergo maryam layer kecil bahannya kurang tebal beda gambar suai harga,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
bahannya bagus size suai deskripsi sayangnya tali kepala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
lumayan barang suai harga lumayan shari,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bagussa puass kemas rapi tidak cedera belinya bahannya baik corak gambar makaci,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kecewa judul gambarnya jilbab jumbo panjangnya siku diubah gambar terang suai ukur jilbab tertipu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kualitas produk suai harganya ukur tidak alit jahit lumayan awai warna aswad dikirim warna biru navy kedepannya seller awas lagii,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
bahan tipis alit suai hargaa sihh tidak cocok,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
suai lumayan bagus terima suai lumayan bagus terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
keren keren barang suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
du hijabnya pendek bangt tidak ngefoto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus terima pesan kualitas barang bagus corak nude perfect abu umur maroon bahan kerudung mudah diatur nyaman empu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
terusterang kecewa belanja jilbabnx orang dewasa pendek cocok tahun tidak apalah masi pakai kecil nutup rambut,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
paketan ready senang pesan lagii seller kirim kilat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kemas pesan kembalikan konfirmasi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barang laras pesan size alit tidak jahit halus rapi bagus,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
mutiaranya lepas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
harga nilai foto pasang foto benda dgangan aslinyaa kasihan tertypuu kualitas produk tidak baik,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
jilbabnya layak gambar respon seller oke sayangnya harganya mahal,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
puas puas laras pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
biasa bahan standart suai harga krudung pendek tidak gambar kirim bijak sistem kirim pesan respon chat bilang warna sedia dikirim salah satunya warna cadang,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
kualitas baik produk original harga jangkau kualitas baik produk original harga jangkau kualitas baik produk original harga jangkau kualitas baik produk original harga jangkau kualitas baik produk original harga jangkau kualitas baik produk original harga jangkau,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
payet lepas payet tidak full isi kualitas barang kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa konfirmasi pesan tidak suai janji pesan dikenal cek tidak wa resinya konfirmasi proses sore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kartu xl dlm tenggang isi ulang pulsa outlet atm dekat komunikasi abaikan jk isi pulsa informasi xj b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
benang gede warna moca sisanya talinya pendek bordir lumayan rapi kualitas produk standar harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
alhamddulilah jilbabny baik bnr tembem neax catat hrgny trjngkau gp baik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hay sush smpai terima lumayan bagus dipakai suai gratis ongkos kirim pesan kaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oke layan oke harga bergonya mahal tidak suai kualitasnya bentuk jilbab foto,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
suka repeat pesan donk pastinya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bersih pic bahannya lembut jatuh modelnya bagus tidak tembem pakai ciput biar tidak bawa promo biar koleksi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bagus jilbab tidak ayan kaleng harga murh benda tidak murah trnyta lbih bagus realita bagus materi tebell bagus suka bkal catat dehh kasi bonus nnti min he nilai produk baik produk original harga produk baik kilat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
puas bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kecil lingkar mukanya dirobek dagu kualitas barang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecil diliat foto profil dewasa laras haddeh nilai barang kurang baik,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang kirim cepat barang kualitas suka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
salah bzar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jilbab cepak habistu bahanya terawang kualitas barang kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hijab lavender kurang bagus jahit salah,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus barang cepat smpainya respon baik suka brgnya bagus,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
baik pastannya bagus suka top seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kurang oke materi tipis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
terusterang awai biaya jilbabnx orang dewasa pendek cocok tidak apalah masi pakai alit nutup bulu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sangatt tidak puas benda harganya capai bahannya tipis belinya besar dateng kecil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
barang suai pesan tidak kirim korbannya jual itikad baik kirim lumayan respon,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kirim ditunggu kirim minggu kerudung catat jumbo datengnya standar alit mengevewakan ditulis standar jumbo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bahannya tipis terawang harganya mahal bakca suka fokusin kualitas pesan tidak embel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
laras pesan terima suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kecewa warna tidak suai kya nude huh bner kya gambar bahan ttp oke kya biasa tegak didahi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pendek bahannya tipis suai fotonya awai bayar orang rugi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang lumayan bagus emanha kecil lumayan bsr tidak apa lahh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
puas jahit rapi kirim kilat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kirim tidak minggu kirim cepat kemas ayal dipercepat kemas kendati suka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bagus ramah respon jual baik flash deal puas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
suai deskripsi cepat respon now watching pesan,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
barang tidak gambar bersih tidak sesui kecewa nilai produk tidak baik,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
siip benda oke bahannya bagus kirimnya super kilat,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
barang bagus harga kualitas fungsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
keren suai deskripsi jne ngirim afdal,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
mintak hitam kirim coklat pundek pol yng baik pikir kualitas produk tidak baik produk tidak original harga produk tidak baik,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
warna hitam modelnya beda tidak kyak warna kuning cokelatnya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benda baik harga mutah flash dela rb kualitas oke fubgsi dannproduk khayal dipakai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mantap barang suai pesan kurang kemas cukup rapi terima,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
jilbab suai tidak kecil jahit kurang rapi bagus jilbab tidak ngecewain jahit kurang rapi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
materi bagus nyaman pakai dingin senang modelnya kualitas produk baik produk original cepat kirim baik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bahannya tipis tidak suai gambar kirim tqq,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
turut harganya mahal gakpapa model pashminanya cukup suai gambar kirim standar respon seller oke terima,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
bagus respon kilat kirim cepat kerudung oke warna laras,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
barang bagus suai enak dipakainya barang cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bagus senang bemr asli foto kualitas produk bagus produk original cepat kirim baik respon jual baik,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
bagus suka bahan adem rekomended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
warnanya kaya digambar kualitas produk baik produk original,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
pesan ukur beda harga kualitas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
puas tidak suai warna afirmasi terima lahh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bagus bahannya adem tidak mudah kusut kirim cepat gaya oke harga segitu topp follow ig anitass follback kualitas produk baik harga produk baik cepat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
bagus bangeetsz suka pakainya simpel apik elegant it kualitas barang bagus barang original harga barang baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
jahit kurang rapi kemas tidak aman masak sobek diperbaiki,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas bagus suka jilbab terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang tidak baik brangx kpendekan kurang pnjang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
xnya hhi moca aga beda pertma pesan bagus terima smga bantu percaya dn smga custmrkuu suka yarobbal alamin suka nilai produk bagus produk original harga produk bagus kilat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
barang suai pesan baguusa barang suai pesan baguusa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bahan lumayan tebal tidak dibentuk gambar warna abu tua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kecewa tipis susah tidak masuk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
catat bergo maryam suai diterima pasmina,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
paket ahirnya ditunggu barang kecewa terbang amati kandung pakai tidak laras catat pesan pasmina tali diamon dikirimkan lancing lagin wuduh nhirim barang tampa komfir pesan adam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nilai disembunyikan kandung spam konten kurang koin ditarik nilai kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
tuipis pendek,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
peroleh paketnya co jam bandung tanjungpinang keren jilbabnya baik laras deskripsi harganya jangkau,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
bahan hijabnya tipis lembut mantap kualitas produk baik produk original harga produk baik cepat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
not bad harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ternya serut jokowi kecil ukur hu tidak suai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barang baik kirim kemas apik barang suai pesan terima,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
tidak tebal terawang pendek sperti jilbab kecil tidak puas mhon maap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas puas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang laras pesan pesan laras dipesan terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus dipakai kilat kemas cantik hasil hijabwanitacantik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bahan halus licin kepala tidak pakai ciput rambut lumayan bilang hargannya,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
benda tidak produk tidak notifikasiny barang barang tidak tlv jne tanggap bertele belit belit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bagus bagus bagus kemas apik seller ramah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
produkx oke kualitas produk standar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
suka barang bagus harga fungsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
harganya tidak suai jilbabnya model lumayan suai foto respon seller standar,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
dng harga segitu murah sich barangnya tippis tidak cak afdal unt bordir sich oke unt kemas oke tidak oke,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
kirim barang cepat kualitas produk baik bahan lembut antem praktis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
puas barang suai deskripsi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peroleh istri cantik hhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
produk biasa jahit tidak rapi tali hijab hilang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
puas layan pesan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tali kebawah belakangnya ngatung parah baik harga dimahalin tidak apa kualitas diperbaikin biar tidak sia sia terima,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas belanja produknya gambar asli warnanya bagus harha cocok jual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lumayan puas bagus tidak tebal bahannya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
krudungnya baik adem pakai cak adu jotos tidak suai muka selebih oke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
warna hitam warna maroon tk kirim kirim,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
kuacil rugi jual brapa bingung tlong asli gambar komen didengar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yampun kevil ukur tidak akunya gppla nnti kasi adek ajaa kualitas produk kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecil hem suai harap jilbabnya doang kecil ihb bosan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus produk tidak sesal belanja barang suai pesan berkah biar kedepannya produk produk biar tidak susah cari suka suka suka suka suka suka suka suka lov,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
jahit tidak rapi awai pantes harga murah,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
laras harga biarkan bicara,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jahit tali kurang rapi bahan kasar jilbab pantes kecil terima,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus laras benda pesan mantap boss baik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oke murah bagus cepat sampaai bagus seller pesaan,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tipis bahannya kecewa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bergo maryam layer alit bahannya kurang kasar beda foto suai harga,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
catat cepat kecewa bahan beda pesan,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
jilbab cantik kerudung cantik cepat ternyanta terima,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bagus bahan jatuh gais suka sukses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bagus lumayan panjangnya suai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kualitas kerudung bagus dongg tidak bagus tidak setia snii kurir paket ramah nyebelin sihh beda kurir sebelumnyaa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
pesan gambar asli kemas rapi kurir ramah lengkap,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bagus terawang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jelek tidak laras gambar bayan kecewa beda belah harga corak kunyit customer tidak ambil kecewa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
murah bagus murah bagus kurang adi ukur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ditunggu cak terima seller lengkap corak tidak salah bagus materi lembut bordir oke recommended ragam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kecewa ukur sd pendek,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
biasa bahan standart suai harga krudung pendek tidak foto kirim bijak bentuk kirim pesan respon chat bilang corak selesai dikirim alpa satunya warna tahan,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
jilbab worth it sekolah ukur amanah kurang barang besoknya dikirim awas kualitas barang bagus barang original harga barang baik respon jual baik,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
bergonya pendek suai ditali layer kerut pendek tidak rapi tidak rapi pesan warna warna hitam tidak dikasih warna dusty orang kapok belanja kualitas produk tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
kirim benda cek barang layak tidak jual tidak amanah krudung tidak layak pakai dkasih adam nemui,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pengirman super laama kemas barang kosong tidak konfirmasi barang kosong tidak dikasi cash back didalemnya nominalnya dikit disuruh chat gilir chat mlh nomer tera didalemnya angka chat wa tidak,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
catat jilbab kirim cepat lepas payetnya cek ulang barang kirim tambah bagus peroleh seller kualitas barang baik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
tipis pendek tidak suai gambar harga produk standar cepat kirim standar respon jual standar,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
lumayan bahannya lumayan bagus harga segitu tidak muat kecil it okelah,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barang tipis warna dusti pinknya bayan,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pesan warna nude warna nude kah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baguuss kirim cepat tidak tebal,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
barang darat selamat barang suai catat lengkap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cepat kemas extra aman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jilbab jelek bekas coreng tidak bagus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
